SimTime,pmbist_output_final_serial_serial_1149_patt_MBIST_ATE_PROD_1_SERV_CLKI125M_P.shema_i3_sw_top_inst.JTAG_TRST_N,pmbist_output_final_serial_serial_1149_patt_MBIST_ATE_PROD_1_SERV_CLKI125M_P.shema_i3_sw_top_inst.JTAG_TCK,pmbist_output_final_serial_serial_1149_patt_MBIST_ATE_PROD_1_SERV_CLKI125M_P.shema_i3_sw_top_inst.JTAG_TMS,pmbist_output_final_serial_serial_1149_patt_MBIST_ATE_PROD_1_SERV_CLKI125M_P.shema_i3_sw_top_inst.JTAG_TDI,pmbist_output_final_serial_serial_1149_patt_MBIST_ATE_PROD_1_SERV_CLKI125M_P.shema_i3_sw_top_inst.JTAG_TDO,pmbist_output_final_serial_serial_1149_patt_MBIST_ATE_PROD_1_SERV_CLKI125M_P.shema_i3_sw_top_inst.SERV_RSTI_N
4670250,1,1,1,0,z,1
4670300,1,0,1,0,z,1
4670350,1,1,1,0,z,1
4670400,1,0,0,0,z,1
4670450,1,1,0,0,z,1
4670500,1,0,0,0,z,1
4670550,1,1,0,0,z,1
4670600,1,0,0,0,z,1
4670600.01,1,0,0,0,0,1
4670650,1,1,0,0,0,1
4670700,1,0,0,0,0,1
4670750,1,1,0,0,0,1
4670800,1,0,0,0,0,1
4670850,1,1,0,0,0,1
4670900,1,0,0,0,0,1
4670950,1,1,0,0,0,1
4671000,1,0,0,0,0,1
4671050,1,1,0,0,0,1
4671100,1,0,0,0,0,1
4671150,1,1,0,0,0,1
4671200,1,0,0,0,0,1
4671250,1,1,0,0,0,1
4671300,1,0,0,0,0,1
4671350,1,1,0,0,0,1
4671400,1,0,0,1,0,1
4671400.01,1,0,0,1,1,1
4671450,1,1,0,1,1,1
4671500,1,0,0,0,1,1
4671500.01,1,0,0,0,0,1
4671550,1,1,0,0,0,1
4671600,1,0,0,0,0,1
4671650,1,1,0,0,0,1
4671700,1,0,0,0,0,1
4671750,1,1,0,0,0,1
4671800,1,0,0,0,0,1
4671850,1,1,0,0,0,1
4671900,1,0,0,0,0,1
4671950,1,1,0,0,0,1
4672000,1,0,0,0,0,1
4672050,1,1,0,0,0,1
4672100,1,0,1,0,0,1
4672150,1,1,1,0,0,1
4672200,1,0,1,0,0,1
4672200.01,1,0,1,0,z,1
4672250,1,1,1,0,z,1
4672300,1,0,1,0,z,1
4672350,1,1,1,0,z,1
4672400,1,0,1,0,z,1
4672450,1,1,1,0,z,1
4672500,1,0,0,0,z,1
4672550,1,1,0,0,z,1
4672600,1,0,0,0,z,1
4672650,1,1,0,0,z,1
4672700,1,0,0,0,z,1
4672700.01,1,0,0,0,1,1
4672750,1,1,0,0,1,1
4672800,1,0,0,0,1,1
4672800.01,1,0,0,0,0,1
4672850,1,1,0,0,0,1
4672900,1,0,0,0,0,1
4672950,1,1,0,0,0,1
4673000,1,0,0,1,0,1
4673050,1,1,0,1,0,1
4673100,1,0,0,0,0,1
4673150,1,1,0,0,0,1
4673200,1,0,0,0,0,1
4673250,1,1,0,0,0,1
4673300,1,0,0,0,0,1
4673350,1,1,0,0,0,1
4673400,1,0,0,0,0,1
4673450,1,1,0,0,0,1
4673500,1,0,0,0,0,1
4673550,1,1,0,0,0,1
4673600,1,0,0,0,0,1
4673650,1,1,0,0,0,1
4673700,1,0,0,0,0,1
4673750,1,1,0,0,0,1
4673800,1,0,0,0,0,1
4673850,1,1,0,0,0,1
4673900,1,0,0,0,0,1
4673950,1,1,0,0,0,1
4674000,1,0,0,0,0,1
4674050,1,1,0,0,0,1
4674100,1,0,0,0,0,1
4674150,1,1,0,0,0,1
4674200,1,0,1,0,0,1
4674250,1,1,1,0,0,1
4674300,1,0,1,0,0,1
4674300.01,1,0,1,0,z,1
4674350,1,1,1,0,z,1
4674400,1,0,1,0,z,1
4674450,1,1,1,0,z,1
4674500,1,0,0,0,z,1
4674550,1,1,0,0,z,1
4674600,1,0,0,0,z,1
4674650,1,1,0,0,z,1
4674700,1,0,0,0,z,1
4674700.01,1,0,0,0,0,1
4674750,1,1,0,0,0,1
4674800,1,0,0,0,0,1
4674850,1,1,0,0,0,1
4674900,1,0,0,0,0,1
4674950,1,1,0,0,0,1
4675000,1,0,0,0,0,1
4675050,1,1,0,0,0,1
4675100,1,0,0,0,0,1
4675150,1,1,0,0,0,1
4675200,1,0,0,0,0,1
4675250,1,1,0,0,0,1
4675300,1,0,0,0,0,1
4675350,1,1,0,0,0,1
4675400,1,0,0,0,0,1
4675450,1,1,0,0,0,1
4675500,1,0,0,0,0,1
4675550,1,1,0,0,0,1
4675600,1,0,0,0,0,1
4675650,1,1,0,0,0,1
4675700,1,0,0,0,0,1
4675750,1,1,0,0,0,1
4675800,1,0,0,0,0,1
4675850,1,1,0,0,0,1
4675900,1,0,0,0,0,1
4675950,1,1,0,0,0,1
4676000,1,0,0,0,0,1
4676050,1,1,0,0,0,1
4676100,1,0,0,0,0,1
4676150,1,1,0,0,0,1
4676200,1,0,0,0,0,1
4676250,1,1,0,0,0,1
4676300,1,0,0,0,0,1
4676350,1,1,0,0,0,1
4676400,1,0,0,0,0,1
4676450,1,1,0,0,0,1
4676500,1,0,0,0,0,1
4676550,1,1,0,0,0,1
4676600,1,0,0,0,0,1
4676650,1,1,0,0,0,1
4676700,1,0,0,0,0,1
4676750,1,1,0,0,0,1
4676800,1,0,0,0,0,1
4676850,1,1,0,0,0,1
4676900,1,0,0,0,0,1
4676950,1,1,0,0,0,1
4677000,1,0,0,0,0,1
4677050,1,1,0,0,0,1
4677100,1,0,0,0,0,1
4677150,1,1,0,0,0,1
4677200,1,0,0,0,0,1
4677250,1,1,0,0,0,1
4677300,1,0,0,0,0,1
4677350,1,1,0,0,0,1
4677400,1,0,0,0,0,1
4677450,1,1,0,0,0,1
4677500,1,0,0,0,0,1
4677550,1,1,0,0,0,1
4677600,1,0,0,0,0,1
4677650,1,1,0,0,0,1
4677700,1,0,0,0,0,1
4677750,1,1,0,0,0,1
4677800,1,0,0,0,0,1
4677850,1,1,0,0,0,1
4677900,1,0,0,0,0,1
4677950,1,1,0,0,0,1
4678000,1,0,0,0,0,1
4678050,1,1,0,0,0,1
4678100,1,0,0,0,0,1
4678150,1,1,0,0,0,1
4678200,1,0,0,0,0,1
4678250,1,1,0,0,0,1
4678300,1,0,0,0,0,1
4678350,1,1,0,0,0,1
4678400,1,0,0,0,0,1
4678450,1,1,0,0,0,1
4678500,1,0,0,0,0,1
4678550,1,1,0,0,0,1
4678600,1,0,0,0,0,1
4678650,1,1,0,0,0,1
4678700,1,0,0,0,0,1
4678750,1,1,0,0,0,1
4678800,1,0,0,0,0,1
4678850,1,1,0,0,0,1
4678900,1,0,0,0,0,1
4678950,1,1,0,0,0,1
4679000,1,0,0,0,0,1
4679050,1,1,0,0,0,1
4679100,1,0,0,0,0,1
4679150,1,1,0,0,0,1
4679200,1,0,0,0,0,1
4679250,1,1,0,0,0,1
4679300,1,0,0,0,0,1
4679350,1,1,0,0,0,1
4679400,1,0,0,0,0,1
4679450,1,1,0,0,0,1
4679500,1,0,0,0,0,1
4679550,1,1,0,0,0,1
4679600,1,0,0,0,0,1
4679650,1,1,0,0,0,1
4679700,1,0,0,0,0,1
4679750,1,1,0,0,0,1
4679800,1,0,0,0,0,1
4679850,1,1,0,0,0,1
4679900,1,0,0,0,0,1
4679950,1,1,0,0,0,1
4680000,1,0,0,0,0,1
4680050,1,1,0,0,0,1
4680100,1,0,0,0,0,1
4680150,1,1,0,0,0,1
4680200,1,0,0,0,0,1
4680250,1,1,0,0,0,1
4680300,1,0,0,0,0,1
4680350,1,1,0,0,0,1
4680400,1,0,0,0,0,1
4680450,1,1,0,0,0,1
4680500,1,0,0,0,0,1
4680550,1,1,0,0,0,1
4680600,1,0,0,0,0,1
4680650,1,1,0,0,0,1
4680700,1,0,0,0,0,1
4680750,1,1,0,0,0,1
4680800,1,0,0,0,0,1
4680850,1,1,0,0,0,1
4680900,1,0,0,0,0,1
4680950,1,1,0,0,0,1
4681000,1,0,0,0,0,1
4681050,1,1,0,0,0,1
4681100,1,0,0,0,0,1
4681150,1,1,0,0,0,1
4681200,1,0,0,0,0,1
4681250,1,1,0,0,0,1
4681300,1,0,0,0,0,1
4681350,1,1,0,0,0,1
4681400,1,0,0,0,0,1
4681450,1,1,0,0,0,1
4681500,1,0,0,0,0,1
4681550,1,1,0,0,0,1
4681600,1,0,0,0,0,1
4681650,1,1,0,0,0,1
4681700,1,0,0,0,0,1
4681750,1,1,0,0,0,1
4681800,1,0,0,0,0,1
4681850,1,1,0,0,0,1
4681900,1,0,0,0,0,1
4681950,1,1,0,0,0,1
4682000,1,0,0,0,0,1
4682050,1,1,0,0,0,1
4682100,1,0,0,0,0,1
4682150,1,1,0,0,0,1
4682200,1,0,0,0,0,1
4682250,1,1,0,0,0,1
4682300,1,0,0,0,0,1
4682350,1,1,0,0,0,1
4682400,1,0,0,0,0,1
4682450,1,1,0,0,0,1
4682500,1,0,0,0,0,1
4682550,1,1,0,0,0,1
4682600,1,0,0,0,0,1
4682650,1,1,0,0,0,1
4682700,1,0,0,1,0,1
4682700.01,1,0,0,1,1,1
4682750,1,1,0,1,1,1
4682800,1,0,0,0,1,1
4682800.01,1,0,0,0,0,1
4682850,1,1,0,0,0,1
4682900,1,0,0,1,0,1
4682900.01,1,0,0,1,1,1
4682950,1,1,0,1,1,1
4683000,1,0,0,1,1,1
4683050,1,1,0,1,1,1
4683100,1,0,0,0,1,1
4683150,1,1,0,0,1,1
4683200,1,0,0,1,1,1
4683200.01,1,0,0,1,0,1
4683250,1,1,0,1,0,1
4683300,1,0,0,0,0,1
4683350,1,1,0,0,0,1
4683400,1,0,0,0,0,1
4683450,1,1,0,0,0,1
4683500,1,0,0,0,0,1
4683550,1,1,0,0,0,1
4683600,1,0,0,0,0,1
4683600.01,1,0,0,0,1,1
4683650,1,1,0,0,1,1
4683700,1,0,0,0,1,1
4683700.01,1,0,0,0,0,1
4683750,1,1,0,0,0,1
4683800,1,0,0,0,0,1
4683850,1,1,0,0,0,1
4683900,1,0,0,0,0,1
4683950,1,1,0,0,0,1
4684000,1,0,0,0,0,1
4684050,1,1,0,0,0,1
4684100,1,0,0,0,0,1
4684150,1,1,0,0,0,1
4684200,1,0,0,0,0,1
4684250,1,1,0,0,0,1
4684300,1,0,0,0,0,1
4684350,1,1,0,0,0,1
4684400,1,0,0,0,0,1
4684450,1,1,0,0,0,1
4684500,1,0,0,0,0,1
4684550,1,1,0,0,0,1
4684600,1,0,0,0,0,1
4684650,1,1,0,0,0,1
4684700,1,0,0,0,0,1
4684750,1,1,0,0,0,1
4684800,1,0,0,0,0,1
4684850,1,1,0,0,0,1
4684900,1,0,0,0,0,1
4684950,1,1,0,0,0,1
4685000,1,0,0,0,0,1
4685050,1,1,0,0,0,1
4685100,1,0,0,0,0,1
4685150,1,1,0,0,0,1
4685200,1,0,0,0,0,1
4685250,1,1,0,0,0,1
4685300,1,0,0,0,0,1
4685350,1,1,0,0,0,1
4685400,1,0,0,0,0,1
4685450,1,1,0,0,0,1
4685500,1,0,0,0,0,1
4685550,1,1,0,0,0,1
4685600,1,0,0,0,0,1
4685650,1,1,0,0,0,1
4685700,1,0,0,0,0,1
4685750,1,1,0,0,0,1
4685800,1,0,0,0,0,1
4685850,1,1,0,0,0,1
4685900,1,0,0,0,0,1
4685950,1,1,0,0,0,1
4686000,1,0,0,0,0,1
4686050,1,1,0,0,0,1
4686100,1,0,0,0,0,1
4686150,1,1,0,0,0,1
4686200,1,0,0,0,0,1
4686250,1,1,0,0,0,1
4686300,1,0,0,0,0,1
4686350,1,1,0,0,0,1
4686400,1,0,0,0,0,1
4686450,1,1,0,0,0,1
4686500,1,0,0,0,0,1
4686550,1,1,0,0,0,1
4686600,1,0,0,0,0,1
4686650,1,1,0,0,0,1
4686700,1,0,0,0,0,1
4686750,1,1,0,0,0,1
4686800,1,0,0,0,0,1
4686850,1,1,0,0,0,1
4686900,1,0,0,0,0,1
4686950,1,1,0,0,0,1
4687000,1,0,0,0,0,1
4687050,1,1,0,0,0,1
4687100,1,0,0,0,0,1
4687150,1,1,0,0,0,1
4687200,1,0,0,0,0,1
4687250,1,1,0,0,0,1
4687300,1,0,0,0,0,1
4687350,1,1,0,0,0,1
4687400,1,0,0,0,0,1
4687450,1,1,0,0,0,1
4687500,1,0,0,0,0,1
4687550,1,1,0,0,0,1
4687600,1,0,0,0,0,1
4687650,1,1,0,0,0,1
4687700,1,0,0,0,0,1
4687750,1,1,0,0,0,1
4687800,1,0,0,0,0,1
4687850,1,1,0,0,0,1
4687900,1,0,0,0,0,1
4687950,1,1,0,0,0,1
4688000,1,0,0,0,0,1
4688050,1,1,0,0,0,1
4688100,1,0,0,0,0,1
4688150,1,1,0,0,0,1
4688200,1,0,0,0,0,1
4688250,1,1,0,0,0,1
4688300,1,0,0,0,0,1
4688350,1,1,0,0,0,1
4688400,1,0,0,0,0,1
4688450,1,1,0,0,0,1
4688500,1,0,0,0,0,1
4688550,1,1,0,0,0,1
4688600,1,0,0,0,0,1
4688650,1,1,0,0,0,1
4688700,1,0,0,0,0,1
4688750,1,1,0,0,0,1
4688800,1,0,0,0,0,1
4688850,1,1,0,0,0,1
4688900,1,0,0,0,0,1
4688950,1,1,0,0,0,1
4689000,1,0,0,0,0,1
4689050,1,1,0,0,0,1
4689100,1,0,0,0,0,1
4689150,1,1,0,0,0,1
4689200,1,0,0,0,0,1
4689250,1,1,0,0,0,1
4689300,1,0,0,0,0,1
4689350,1,1,0,0,0,1
4689400,1,0,0,0,0,1
4689450,1,1,0,0,0,1
4689500,1,0,0,0,0,1
4689550,1,1,0,0,0,1
4689600,1,0,0,0,0,1
4689650,1,1,0,0,0,1
4689700,1,0,0,0,0,1
4689750,1,1,0,0,0,1
4689800,1,0,0,0,0,1
4689850,1,1,0,0,0,1
4689900,1,0,0,0,0,1
4689950,1,1,0,0,0,1
4690000,1,0,0,0,0,1
4690050,1,1,0,0,0,1
4690100,1,0,0,0,0,1
4690150,1,1,0,0,0,1
4690200,1,0,0,0,0,1
4690250,1,1,0,0,0,1
4690300,1,0,0,0,0,1
4690350,1,1,0,0,0,1
4690400,1,0,0,0,0,1
4690450,1,1,0,0,0,1
4690500,1,0,0,0,0,1
4690550,1,1,0,0,0,1
4690600,1,0,1,0,0,1
4690650,1,1,1,0,0,1
4690700,1,0,1,0,0,1
4690700.01,1,0,1,0,z,1
4690750,1,1,1,0,z,1
4690800,1,0,0,0,z,1
4690850,1,1,0,0,z,1
4690900,1,0,0,0,z,1
4690950,1,1,0,0,z,1
4691000,1,0,0,0,z,1
4751250,1,1,0,0,z,1
4751300,1,0,1,0,z,1
4751350,1,1,1,0,z,1
4751400,1,0,1,0,z,1
4751450,1,1,1,0,z,1
4751500,1,0,0,0,z,1
4751550,1,1,0,0,z,1
4751600,1,0,0,0,z,1
4751650,1,1,0,0,z,1
4751700,1,0,0,0,z,1
4751700.01,1,0,0,0,1,1
4751750,1,1,0,0,1,1
4751800,1,0,0,0,1,1
4751800.01,1,0,0,0,0,1
4751850,1,1,0,0,0,1
4751900,1,0,0,1,0,1
4751950,1,1,0,1,0,1
4752000,1,0,0,1,0,1
4752050,1,1,0,1,0,1
4752100,1,0,0,0,0,1
4752150,1,1,0,0,0,1
4752200,1,0,0,0,0,1
4752250,1,1,0,0,0,1
4752300,1,0,0,0,0,1
4752350,1,1,0,0,0,1
4752400,1,0,0,0,0,1
4752450,1,1,0,0,0,1
4752500,1,0,0,0,0,1
4752550,1,1,0,0,0,1
4752600,1,0,0,0,0,1
4752650,1,1,0,0,0,1
4752700,1,0,0,0,0,1
4752750,1,1,0,0,0,1
4752800,1,0,0,0,0,1
4752850,1,1,0,0,0,1
4752900,1,0,0,0,0,1
4752950,1,1,0,0,0,1
4753000,1,0,0,0,0,1
4753050,1,1,0,0,0,1
4753100,1,0,0,0,0,1
4753150,1,1,0,0,0,1
4753200,1,0,1,0,0,1
4753250,1,1,1,0,0,1
4753300,1,0,1,0,0,1
4753300.01,1,0,1,0,z,1
4753350,1,1,1,0,z,1
4753400,1,0,1,0,z,1
4753450,1,1,1,0,z,1
4753500,1,0,0,0,z,1
4753550,1,1,0,0,z,1
4753600,1,0,0,0,z,1
4753650,1,1,0,0,z,1
4753700,1,0,0,0,z,1
4753700.01,1,0,0,0,0,1
4753750,1,1,0,0,0,1
4753800,1,0,0,0,0,1
4753850,1,1,0,0,0,1
4753900,1,0,0,0,0,1
4753950,1,1,0,0,0,1
4754000,1,0,0,0,0,1
4754050,1,1,0,0,0,1
4754100,1,0,0,0,0,1
4754150,1,1,0,0,0,1
4754200,1,0,0,0,0,1
4754250,1,1,0,0,0,1
4754300,1,0,0,0,0,1
4754350,1,1,0,0,0,1
4754400,1,0,0,0,0,1
4754450,1,1,0,0,0,1
4754500,1,0,0,0,0,1
4754550,1,1,0,0,0,1
4754600,1,0,0,0,0,1
4754650,1,1,0,0,0,1
4754700,1,0,0,0,0,1
4754750,1,1,0,0,0,1
4754800,1,0,0,0,0,1
4754850,1,1,0,0,0,1
4754900,1,0,0,0,0,1
4754950,1,1,0,0,0,1
4755000,1,0,0,0,0,1
4755050,1,1,0,0,0,1
4755100,1,0,0,0,0,1
4755150,1,1,0,0,0,1
4755200,1,0,0,0,0,1
4755250,1,1,0,0,0,1
4755300,1,0,0,0,0,1
4755350,1,1,0,0,0,1
4755400,1,0,0,0,0,1
4755450,1,1,0,0,0,1
4755500,1,0,0,0,0,1
4755550,1,1,0,0,0,1
4755600,1,0,0,0,0,1
4755650,1,1,0,0,0,1
4755700,1,0,0,0,0,1
4755750,1,1,0,0,0,1
4755800,1,0,0,0,0,1
4755850,1,1,0,0,0,1
4755900,1,0,0,0,0,1
4755950,1,1,0,0,0,1
4756000,1,0,0,0,0,1
4756050,1,1,0,0,0,1
4756100,1,0,0,0,0,1
4756150,1,1,0,0,0,1
4756200,1,0,0,0,0,1
4756250,1,1,0,0,0,1
4756300,1,0,0,0,0,1
4756350,1,1,0,0,0,1
4756400,1,0,0,0,0,1
4756450,1,1,0,0,0,1
4756500,1,0,0,0,0,1
4756550,1,1,0,0,0,1
4756600,1,0,0,0,0,1
4756650,1,1,0,0,0,1
4756700,1,0,0,0,0,1
4756750,1,1,0,0,0,1
4756800,1,0,0,0,0,1
4756850,1,1,0,0,0,1
4756900,1,0,0,0,0,1
4756950,1,1,0,0,0,1
4757000,1,0,0,0,0,1
4757050,1,1,0,0,0,1
4757100,1,0,0,0,0,1
4757150,1,1,0,0,0,1
4757200,1,0,0,0,0,1
4757250,1,1,0,0,0,1
4757300,1,0,0,0,0,1
4757350,1,1,0,0,0,1
4757400,1,0,0,0,0,1
4757450,1,1,0,0,0,1
4757500,1,0,0,0,0,1
4757550,1,1,0,0,0,1
4757600,1,0,0,0,0,1
4757650,1,1,0,0,0,1
4757700,1,0,0,0,0,1
4757750,1,1,0,0,0,1
4757800,1,0,0,0,0,1
4757850,1,1,0,0,0,1
4757900,1,0,0,0,0,1
4757950,1,1,0,0,0,1
4758000,1,0,0,0,0,1
4758050,1,1,0,0,0,1
4758100,1,0,0,0,0,1
4758150,1,1,0,0,0,1
4758200,1,0,0,0,0,1
4758250,1,1,0,0,0,1
4758300,1,0,0,0,0,1
4758350,1,1,0,0,0,1
4758400,1,0,0,0,0,1
4758450,1,1,0,0,0,1
4758500,1,0,0,0,0,1
4758550,1,1,0,0,0,1
4758600,1,0,0,0,0,1
4758650,1,1,0,0,0,1
4758700,1,0,0,0,0,1
4758750,1,1,0,0,0,1
4758800,1,0,0,0,0,1
4758850,1,1,0,0,0,1
4758900,1,0,0,0,0,1
4758950,1,1,0,0,0,1
4759000,1,0,0,0,0,1
4759050,1,1,0,0,0,1
4759100,1,0,0,0,0,1
4759150,1,1,0,0,0,1
4759200,1,0,0,0,0,1
4759250,1,1,0,0,0,1
4759300,1,0,0,0,0,1
4759350,1,1,0,0,0,1
4759400,1,0,0,0,0,1
4759450,1,1,0,0,0,1
4759500,1,0,0,0,0,1
4759550,1,1,0,0,0,1
4759600,1,0,0,0,0,1
4759650,1,1,0,0,0,1
4759700,1,0,0,0,0,1
4759750,1,1,0,0,0,1
4759800,1,0,0,0,0,1
4759850,1,1,0,0,0,1
4759900,1,0,0,0,0,1
4759950,1,1,0,0,0,1
4760000,1,0,0,0,0,1
4760050,1,1,0,0,0,1
4760100,1,0,0,0,0,1
4760100.01,1,0,0,0,1,1
4760150,1,1,0,0,1,1
4760200,1,0,0,0,1,1
4760250,1,1,0,0,1,1
4760300,1,0,0,0,1,1
4760300.01,1,0,0,0,0,1
4760350,1,1,0,0,0,1
4760400,1,0,0,0,0,1
4760450,1,1,0,0,0,1
4760500,1,0,0,0,0,1
4760550,1,1,0,0,0,1
4760600,1,0,0,0,0,1
4760650,1,1,0,0,0,1
4760700,1,0,0,0,0,1
4760750,1,1,0,0,0,1
4760800,1,0,0,0,0,1
4760850,1,1,0,0,0,1
4760900,1,0,0,0,0,1
4760950,1,1,0,0,0,1
4761000,1,0,0,0,0,1
4761050,1,1,0,0,0,1
4761100,1,0,0,0,0,1
4761150,1,1,0,0,0,1
4761200,1,0,0,0,0,1
4761250,1,1,0,0,0,1
4761300,1,0,0,0,0,1
4761350,1,1,0,0,0,1
4761400,1,0,0,0,0,1
4761450,1,1,0,0,0,1
4761500,1,0,0,0,0,1
4761550,1,1,0,0,0,1
4761600,1,0,0,0,0,1
4761650,1,1,0,0,0,1
4761700,1,0,0,0,0,1
4761750,1,1,0,0,0,1
4761800,1,0,0,0,0,1
4761850,1,1,0,0,0,1
4761900,1,0,0,0,0,1
4761950,1,1,0,0,0,1
4762000,1,0,0,0,0,1
4762050,1,1,0,0,0,1
4762100,1,0,0,0,0,1
4762150,1,1,0,0,0,1
4762200,1,0,0,0,0,1
4762250,1,1,0,0,0,1
4762300,1,0,0,0,0,1
4762350,1,1,0,0,0,1
4762400,1,0,0,0,0,1
4762450,1,1,0,0,0,1
4762500,1,0,0,0,0,1
4762550,1,1,0,0,0,1
4762600,1,0,0,0,0,1
4762650,1,1,0,0,0,1
4762700,1,0,0,0,0,1
4762750,1,1,0,0,0,1
4762800,1,0,0,0,0,1
4762850,1,1,0,0,0,1
4762900,1,0,0,0,0,1
4762950,1,1,0,0,0,1
4763000,1,0,0,0,0,1
4763050,1,1,0,0,0,1
4763100,1,0,0,0,0,1
4763150,1,1,0,0,0,1
4763200,1,0,0,0,0,1
4763250,1,1,0,0,0,1
4763300,1,0,0,0,0,1
4763350,1,1,0,0,0,1
4763400,1,0,0,0,0,1
4763450,1,1,0,0,0,1
4763500,1,0,0,0,0,1
4763550,1,1,0,0,0,1
4763600,1,0,0,0,0,1
4763650,1,1,0,0,0,1
4763700,1,0,0,0,0,1
4763750,1,1,0,0,0,1
4763800,1,0,0,0,0,1
4763850,1,1,0,0,0,1
4763900,1,0,0,0,0,1
4763950,1,1,0,0,0,1
4764000,1,0,0,0,0,1
4764050,1,1,0,0,0,1
4764100,1,0,0,0,0,1
4764150,1,1,0,0,0,1
4764200,1,0,0,0,0,1
4764250,1,1,0,0,0,1
4764300,1,0,0,0,0,1
4764350,1,1,0,0,0,1
4764400,1,0,0,0,0,1
4764450,1,1,0,0,0,1
4764500,1,0,0,0,0,1
4764550,1,1,0,0,0,1
4764600,1,0,0,0,0,1
4764650,1,1,0,0,0,1
4764700,1,0,0,0,0,1
4764750,1,1,0,0,0,1
4764800,1,0,0,0,0,1
4764850,1,1,0,0,0,1
4764900,1,0,0,0,0,1
4764950,1,1,0,0,0,1
4765000,1,0,0,0,0,1
4765050,1,1,0,0,0,1
4765100,1,0,0,0,0,1
4765150,1,1,0,0,0,1
4765200,1,0,0,0,0,1
4765250,1,1,0,0,0,1
4765300,1,0,0,0,0,1
4765350,1,1,0,0,0,1
4765400,1,0,0,0,0,1
4765450,1,1,0,0,0,1
4765500,1,0,0,0,0,1
4765550,1,1,0,0,0,1
4765600,1,0,0,0,0,1
4765650,1,1,0,0,0,1
4765700,1,0,0,0,0,1
4765750,1,1,0,0,0,1
4765800,1,0,0,0,0,1
4765850,1,1,0,0,0,1
4765900,1,0,0,0,0,1
4765950,1,1,0,0,0,1
4766000,1,0,0,0,0,1
4766050,1,1,0,0,0,1
4766100,1,0,0,0,0,1
4766150,1,1,0,0,0,1
4766200,1,0,0,0,0,1
4766250,1,1,0,0,0,1
4766300,1,0,0,0,0,1
4766350,1,1,0,0,0,1
4766400,1,0,0,0,0,1
4767600,1,0,1,0,0,1
4767650,1,1,1,0,0,1
4767700,1,0,1,0,0,1
4767700.01,1,0,1,0,z,1
4767750,1,1,1,0,z,1
4767800,1,0,1,0,z,1
4767850,1,1,1,0,z,1
4767900,1,0,1,0,z,1
4767950,1,1,1,0,z,1
4768000,1,0,0,0,z,1
4768050,1,1,0,0,z,1
4768100,1,0,0,0,z,1
4768150,1,1,0,0,z,1
4768200,1,0,0,0,z,1
4768200.01,1,0,0,0,1,1
4768250,1,1,0,0,1,1
4768300,1,0,0,1,1,1
4768300.01,1,0,0,1,0,1
4768350,1,1,0,1,0,1
4768400,1,0,0,0,0,1
4768450,1,1,0,0,0,1
4768500,1,0,0,1,0,1
4768550,1,1,0,1,0,1
4768600,1,0,0,0,0,1
4768650,1,1,0,0,0,1
4768700,1,0,0,0,0,1
4768750,1,1,0,0,0,1
4768800,1,0,0,0,0,1
4768850,1,1,0,0,0,1
4768900,1,0,0,0,0,1
4768950,1,1,0,0,0,1
4769000,1,0,0,0,0,1
4769050,1,1,0,0,0,1
4769100,1,0,0,0,0,1
4769150,1,1,0,0,0,1
4769200,1,0,0,0,0,1
4769250,1,1,0,0,0,1
4769300,1,0,0,0,0,1
4769350,1,1,0,0,0,1
4769400,1,0,0,0,0,1
4769450,1,1,0,0,0,1
4769500,1,0,0,0,0,1
4769550,1,1,0,0,0,1
4769600,1,0,0,0,0,1
4769650,1,1,0,0,0,1
4769700,1,0,1,0,0,1
4769750,1,1,1,0,0,1
4769800,1,0,1,0,0,1
4769800.01,1,0,1,0,z,1
4769850,1,1,1,0,z,1
4769900,1,0,1,0,z,1
4769950,1,1,1,0,z,1
4770000,1,0,0,0,z,1
4770050,1,1,0,0,z,1
4770100,1,0,0,0,z,1
4770150,1,1,0,0,z,1
4770200,1,0,0,0,z,1
4770200.01,1,0,0,0,0,1
4770250,1,1,0,0,0,1
4770300,1,0,0,0,0,1
4770350,1,1,0,0,0,1
4770400,1,0,0,0,0,1
4770450,1,1,0,0,0,1
4770500,1,0,0,0,0,1
4770550,1,1,0,0,0,1
4770600,1,0,0,0,0,1
4770650,1,1,0,0,0,1
4770700,1,0,0,0,0,1
4770750,1,1,0,0,0,1
4770800,1,0,0,0,0,1
4770850,1,1,0,0,0,1
4770900,1,0,0,0,0,1
4770950,1,1,0,0,0,1
4771000,1,0,0,1,0,1
4771000.01,1,0,0,1,1,1
4771050,1,1,0,1,1,1
4771100,1,0,0,0,1,1
4771100.01,1,0,0,0,0,1
4771150,1,1,0,0,0,1
4771200,1,0,0,0,0,1
4771250,1,1,0,0,0,1
4771300,1,0,0,0,0,1
4771350,1,1,0,0,0,1
4771400,1,0,0,0,0,1
4771450,1,1,0,0,0,1
4771500,1,0,0,0,0,1
4771550,1,1,0,0,0,1
4771600,1,0,0,0,0,1
4771650,1,1,0,0,0,1
4771700,1,0,1,0,0,1
4771750,1,1,1,0,0,1
4771800,1,0,1,0,0,1
4771800.01,1,0,1,0,z,1
4771850,1,1,1,0,z,1
4771900,1,0,1,0,z,1
4771950,1,1,1,0,z,1
4772000,1,0,1,0,z,1
4772050,1,1,1,0,z,1
4772100,1,0,0,0,z,1
4772150,1,1,0,0,z,1
4772200,1,0,0,0,z,1
4772250,1,1,0,0,z,1
